frame,velocidade_media,aceleracao_media,jitter_medio,fluidez_movimento,confianca_media,confianca_min,confianca_std,total_pessoas,video,tracking,classe
20,0.06901701539754868,0.18867409229278564,0.5070277473327752,0.904324652467011,0.8972095251083374,0.30424782633781433,0.1608313024044037,8,Normal_Videos_781_x264,DeepSORT,normal
21,0.14468395709991455,0.18739621341228485,0.5164713186612164,0.9161406038477629,0.7588274478912354,0.061631105840206146,0.28775957226753235,8,Normal_Videos_781_x264,DeepSORT,normal
22,0.0910293236374855,0.2988906800746918,0.5109850830468898,0.8774384336620734,0.4683231711387634,0.03595394268631935,0.30935928225517273,8,Normal_Videos_781_x264,DeepSORT,normal
23,0.38975778222084045,0.3526347577571869,0.5060133504045422,0.866940235660332,0.675891637802124,0.028471946716308594,0.3286232352256775,8,Normal_Videos_781_x264,DeepSORT,normal
24,0.35914671421051025,0.3710081875324249,0.5936744267241908,0.8184561959609753,0.7002870440483093,0.04510790854692459,0.3304961621761322,8,Normal_Videos_781_x264,DeepSORT,normal
25,0.6166408061981201,0.6048077940940857,0.5946247337107119,0.8193102948477976,0.6847007870674133,0.04483044147491455,0.33645305037498474,8,Normal_Videos_781_x264,DeepSORT,normal
26,0.011833027005195618,0.007070010993629694,0.5615689328030689,0.9999576176697652,0.6890989542007446,0.046137772500514984,0.33743882179260254,8,Normal_Videos_781_x264,DeepSORT,normal
27,0.004763016011565924,0.0027546200435608625,0.7106580363876395,0.9999904212908249,0.6666632890701294,0.035800546407699585,0.34628933668136597,8,Normal_Videos_781_x264,DeepSORT,normal
28,0.006293709855526686,0.0800822377204895,0.606745739193798,0.996433809090283,0.6652072668075562,0.04249422624707222,0.34077736735343933,8,Normal_Videos_781_x264,DeepSORT,normal
29,0.08637595176696777,0.23939552903175354,0.4336729955211585,0.9113720680035494,0.7409751415252686,0.07872600108385086,0.30291715264320374,8,Normal_Videos_781_x264,DeepSORT,normal
30,0.1664435714483261,0.16460490226745605,0.48324749509999115,0.8954571565967918,0.7081019282341003,0.08470001816749573,0.3270404636859894,8,Normal_Videos_781_x264,DeepSORT,normal
31,0.0024255160242319107,0.05662288889288902,0.5686985878226913,0.958208870981174,0.7114489078521729,0.0761711597442627,0.3359038233757019,8,Normal_Videos_781_x264,DeepSORT,normal
32,0.059048399329185486,0.002998554380610585,0.4558042124153292,0.9999635403925252,0.7228338122367859,0.06308270990848541,0.34489285945892334,8,Normal_Videos_781_x264,DeepSORT,normal
33,0.05726144462823868,0.0027018531691282988,0.6580503256893949,0.9999884403322766,0.7071678042411804,0.07567950338125229,0.32853272557258606,8,Normal_Videos_781_x264,DeepSORT,normal
34,0.05554244667291641,0.2579624652862549,0.6571679411396201,0.8927789813255307,0.7194188833236694,0.0474434532225132,0.34992456436157227,8,Normal_Videos_781_x264,DeepSORT,normal
35,0.2145191729068756,0.16349954903125763,0.5659653358443292,0.9336311608256981,0.6961995959281921,0.07209797203540802,0.33162519335746765,8,Normal_Videos_781_x264,DeepSORT,normal
36,0.051019612699747086,0.001755822915583849,0.5676838873304951,0.9999959237882368,0.7176521420478821,0.10400429368019104,0.3133567273616791,8,Normal_Videos_781_x264,DeepSORT,normal
37,0.05077533796429634,0.04997783526778221,0.6224204921020419,0.9636386877600709,0.7156038284301758,0.08290644735097885,0.3328801691532135,8,Normal_Videos_781_x264,DeepSORT,normal
38,0.0026147246826440096,0.0012161923805251718,0.5295744294559597,0.9999989505820038,0.7239305973052979,0.05610683187842369,0.3539177477359772,8,Normal_Videos_781_x264,DeepSORT,normal
39,0.0033980661537498236,0.052069101482629776,0.7403372573880959,0.9614585832920828,0.7165312170982361,0.09330664575099945,0.32721617817878723,8,Normal_Videos_781_x264,DeepSORT,normal
40,0.05428745225071907,0.0514853298664093,0.7178892335529228,0.9616134596581799,0.7470602989196777,0.08309146016836166,0.32543471455574036,8,Normal_Videos_781_x264,DeepSORT,normal
41,0.0035880173090845346,0.0018216022290289402,0.5386792613470637,0.999995085121609,0.7587899565696716,0.08512544631958008,0.31749242544174194,8,Normal_Videos_781_x264,DeepSORT,normal
42,0.0020026140846312046,0.001679448876529932,0.5569245180039464,0.9999969464149693,0.7571258544921875,0.07910310477018356,0.31512901186943054,8,Normal_Videos_781_x264,DeepSORT,normal
43,0.001997938845306635,0.1587999314069748,0.5069941276238606,0.9012567843098409,0.7576689124107361,0.07555434852838516,0.32328182458877563,8,Normal_Videos_781_x264,DeepSORT,normal
44,0.16013166308403015,0.2548976540565491,0.5881093024249505,0.9033506591546087,0.7332301139831543,0.1397808939218521,0.28469330072402954,8,Normal_Videos_781_x264,DeepSORT,normal
45,0.12010025978088379,0.11540061235427856,0.45133184249230024,0.9626769073831579,0.7235240340232849,0.05824226140975952,0.3209797739982605,8,Normal_Videos_781_x264,DeepSORT,normal
46,0.004699651151895523,0.002848244272172451,0.5652835691286757,0.9999903624812992,0.7455263137817383,0.05247950181365013,0.32952648401260376,8,Normal_Videos_781_x264,DeepSORT,normal
47,0.00650161923840642,0.05911931023001671,0.5572102096387298,0.9518355033326915,0.7621883749961853,0.02810267172753811,0.3406394124031067,8,Normal_Videos_781_x264,DeepSORT,normal
48,0.06407012045383453,0.0589437261223793,0.5957678797047996,0.952660411871765,0.7585148811340332,0.06922394037246704,0.3269917964935303,8,Normal_Videos_781_x264,DeepSORT,normal
49,0.005780286155641079,0.0024942948948591948,0.3851896186622354,0.9999946422186099,0.7367557883262634,0.07494740933179855,0.3245084881782532,8,Normal_Videos_781_x264,DeepSORT,normal
50,0.003315539099276066,0.001536163385026157,0.28931104688840603,0.9999975543037878,0.7407288551330566,0.07003367692232132,0.3377869129180908,8,Normal_Videos_781_x264,DeepSORT,normal
51,0.0018802923150360584,0.002795584499835968,0.4414595629569546,0.9999907984866642,0.734398365020752,0.0643051341176033,0.3462432026863098,7,Normal_Videos_781_x264,DeepSORT,normal
52,0.00445046229287982,0.0023561278358101845,0.5761872072286933,0.9999963144427375,0.7463887333869934,0.08557821810245514,0.33399733901023865,7,Normal_Videos_781_x264,DeepSORT,normal
53,0.002094334689900279,0.06102878227829933,0.5612977742930194,0.9521175781118154,0.7322083711624146,0.06708865612745285,0.34871336817741394,7,Normal_Videos_781_x264,DeepSORT,normal
54,0.06285366415977478,0.05957872048020363,0.531601781383601,0.9518805458911032,0.734526515007019,0.08098170161247253,0.33281829953193665,7,Normal_Videos_781_x264,DeepSORT,normal
55,0.004130100831389427,0.0014617322012782097,0.600863086989143,0.999996793912307,0.7489790916442871,0.07285842299461365,0.3258684575557709,7,Normal_Videos_781_x264,DeepSORT,normal
56,0.003137670224532485,0.002927072811871767,0.536164878986105,0.9999853959366245,0.7555844783782959,0.09261918812990189,0.3228451609611511,7,Normal_Videos_781_x264,DeepSORT,normal
57,0.005498427897691727,0.05756156146526337,0.46637313330052077,0.9551734636506525,0.741626501083374,0.0957271009683609,0.3233187794685364,7,Normal_Videos_781_x264,DeepSORT,normal
58,0.05922482907772064,0.0015755700878798962,0.5415579204637563,0.9999978696957804,0.7407862544059753,0.1117062196135521,0.31667816638946533,7,Normal_Videos_781_x264,DeepSORT,normal
59,0.05865989252924919,0.055862896144390106,0.4682458952799475,0.955285806946061,0.7418952584266663,0.09936527162790298,0.3227841854095459,7,Normal_Videos_781_x264,DeepSORT,normal
60,0.002836664440110326,0.0027095971163362265,0.5862553993567321,0.999993753619856,0.7395663261413574,0.10188554972410202,0.3234691619873047,7,Normal_Videos_781_x264,DeepSORT,normal
61,0.004931444767862558,0.004279971122741699,0.34694549222456456,0.9999759171220972,0.7365684509277344,0.09678592532873154,0.32603099942207336,7,Normal_Videos_781_x264,DeepSORT,normal
62,0.007231145165860653,0.003963890485465527,0.5253776197204454,0.9999724708334664,0.7641080617904663,0.11966436356306076,0.30940306186676025,7,Normal_Videos_781_x264,DeepSORT,normal
63,0.006086183711886406,0.05619799718260765,0.5552474409442405,0.955610779050561,0.7321886420249939,0.07117205113172531,0.33051159977912903,6,Normal_Videos_781_x264,DeepSORT,normal
64,0.06185780465602875,0.005498862825334072,0.7192998952895027,0.9999663376419979,0.7488863468170166,0.09414583444595337,0.32798948884010315,6,Normal_Videos_781_x264,DeepSORT,normal
65,0.056675463914871216,0.11175886541604996,0.6460367818492503,0.9176389950913072,0.7583877444267273,0.09805043041706085,0.3104996681213379,6,Normal_Videos_781_x264,DeepSORT,normal
66,0.06040690094232559,0.002319225575774908,0.562164525298694,0.9999948531359464,0.74813312292099,0.0823889896273613,0.320200115442276,6,Normal_Videos_781_x264,DeepSORT,normal
67,0.05919066071510315,0.05567890405654907,0.5479917309889359,0.9555650902469864,0.8031959533691406,0.19939389824867249,0.24957264959812164,6,Normal_Videos_781_x264,DeepSORT,normal
68,0.003817830001935363,0.05572846904397011,0.5629449123568633,0.9565259813605478,0.7622414231300354,0.1331564038991928,0.29341235756874084,6,Normal_Videos_781_x264,DeepSORT,normal
69,0.05870073661208153,0.003392381826415658,0.5938752342857891,0.9999611249674868,0.7538149952888489,0.09805013239383698,0.3098929524421692,6,Normal_Videos_781_x264,DeepSORT,normal
70,0.055308353155851364,0.001542345737107098,0.7309298860622557,0.9999979177271301,0.75519198179245,0.08139733970165253,0.31021133065223694,6,Normal_Videos_781_x264,DeepSORT,normal
71,0.054621387273073196,0.009033563546836376,0.537311553911264,0.9999109747468088,0.7293128967285156,0.03554162010550499,0.3373543322086334,6,Normal_Videos_781_x264,DeepSORT,normal
72,0.06363911181688309,0.05807095766067505,0.5936033548113272,0.9570582779243102,0.7219359278678894,0.026104193180799484,0.35593393445014954,6,Normal_Videos_781_x264,DeepSORT,normal
73,0.005744251422584057,0.0030514304526150227,0.7212758690163874,0.9999879642157588,0.6915010809898376,0.0660468339920044,0.3324969708919525,6,Normal_Videos_781_x264,DeepSORT,normal
74,0.002713910536840558,0.0025096700992435217,0.5395244593113573,0.9999877541339502,0.7488898634910583,0.09777065366506577,0.3072184920310974,6,Normal_Videos_781_x264,DeepSORT,normal
75,0.004612294491380453,0.0029059192165732384,0.5216892416776477,0.9999854082580989,0.7481272220611572,0.16707743704319,0.28485482931137085,6,Normal_Videos_781_x264,DeepSORT,normal
76,0.0029907519929111004,0.13225272297859192,0.3490674043267152,0.9592196670946851,0.7266892194747925,0.08054118603467941,0.3263002336025238,6,Normal_Videos_781_x264,DeepSORT,normal
77,0.1352434903383255,0.13345423340797424,0.5931998803588564,0.9590184240975586,0.75262850522995,0.17102907598018646,0.28450798988342285,6,Normal_Videos_781_x264,DeepSORT,normal
78,0.001789242378436029,0.0009936150163412094,0.46980264717377496,0.9999986758390859,0.7553586363792419,0.16584250330924988,0.2875874936580658,6,Normal_Videos_781_x264,DeepSORT,normal
79,0.001953249564394355,0.1822870820760727,0.4671018765394657,0.9298212430313232,0.7460328936576843,0.14864347875118256,0.28741320967674255,6,Normal_Videos_781_x264,DeepSORT,normal
80,0.18424029648303986,0.12860755622386932,0.5557795506260799,0.95911991576152,0.7525424957275391,0.08484537899494171,0.31552085280418396,6,Normal_Videos_781_x264,DeepSORT,normal
81,0.055632755160331726,0.05764327198266983,0.5912973311655494,0.9555177970213403,0.7442126870155334,0.08487000316381454,0.3234201967716217,6,Normal_Videos_781_x264,DeepSORT,normal
82,0.11327602714300156,0.002546685514971614,0.6715571765550767,0.9999922435719323,0.745169997215271,0.09390492737293243,0.3227432370185852,6,Normal_Videos_781_x264,DeepSORT,normal
83,0.11131900548934937,0.11362762004137039,0.5708475550630543,0.9200596399581578,0.747157096862793,0.08680612593889236,0.31700214743614197,6,Normal_Videos_781_x264,DeepSORT,normal
84,0.00802693422883749,0.005009303335100412,0.46153493085644687,0.9999759443164987,0.7417782545089722,0.08220086991786957,0.3179715573787689,6,Normal_Videos_781_x264,DeepSORT,normal
85,0.005840233061462641,0.11183325946331024,0.4159518799920835,0.9198941932426659,0.7420243620872498,0.08277330547571182,0.3131296634674072,6,Normal_Videos_781_x264,DeepSORT,normal
86,0.11202475428581238,0.0019182051764801145,0.647708963940051,0.9999955323691629,0.7462744116783142,0.09659550338983536,0.31016671657562256,6,Normal_Videos_781_x264,DeepSORT,normal
87,0.11330567300319672,0.11088330298662186,0.5419840483769743,0.9197600672534024,0.7437623739242554,0.06711749732494354,0.3216765224933624,6,Normal_Videos_781_x264,DeepSORT,normal
88,0.003966452553868294,0.0015091956593096256,0.46515815648366166,0.9999977692745882,0.7350456118583679,0.1457931101322174,0.29384103417396545,6,Normal_Videos_781_x264,DeepSORT,normal
89,0.0024595842696726322,0.059808578342199326,0.5511173014441246,0.9560791650938322,0.7533594369888306,0.16913117468357086,0.2869607210159302,6,Normal_Videos_781_x264,DeepSORT,normal
90,0.06218612194061279,0.1099807620048523,0.5984049398523508,0.9205658271126986,0.7486398816108704,0.14986629784107208,0.28250932693481445,6,Normal_Videos_781_x264,DeepSORT,normal
91,0.06066564843058586,0.05660243332386017,0.29904755744125,0.9564866327198194,0.7320961952209473,0.1543537825345993,0.28347745537757874,6,Normal_Videos_781_x264,DeepSORT,normal
92,0.00573230953887105,0.002783531090244651,0.7367305380513752,0.9999925980107419,0.6864019632339478,0.05380190163850784,0.3387875258922577,6,Normal_Videos_781_x264,DeepSORT,normal
93,0.0032603999134153128,0.006331934593617916,0.5144432078236674,0.9999459151444482,0.7165655493736267,0.07952567934989929,0.31194841861724854,6,Normal_Videos_781_x264,DeepSORT,normal
94,0.009592334739863873,0.11040860414505005,0.6972477188622273,0.922549287816942,0.7205007076263428,0.09254371374845505,0.30753687024116516,6,Normal_Videos_781_x264,DeepSORT,normal
95,0.11667536944150925,0.1122087761759758,0.6870059260927839,0.9214603123476544,0.619056224822998,0.14286568760871887,0.29286307096481323,6,Normal_Videos_781_x264,DeepSORT,normal
96,0.004764150362461805,0.056668661534786224,0.6308750520386652,0.9554427306799075,0.7661131620407104,0.16416777670383453,0.25560542941093445,6,Normal_Videos_781_x264,DeepSORT,normal
97,0.05946451053023338,0.05652880668640137,0.5752373555881168,0.9559496336639566,0.7945489287376404,0.11442669481039047,0.27034586668014526,6,Normal_Videos_781_x264,DeepSORT,normal
98,0.0039521269500255585,0.05646034702658653,0.63401439670868,0.9554292946684726,0.7515835165977478,0.09498821198940277,0.29087093472480774,7,Normal_Videos_781_x264,DeepSORT,normal
99,0.05923929065465927,0.057939182966947556,0.5133160368831383,0.9550436882069132,0.7359582185745239,0.12176976352930069,0.28832942247390747,7,Normal_Videos_781_x264,DeepSORT,normal
100,0.00642743892967701,0.07943819463253021,0.45418291523384513,0.9964877603844056,0.7355833053588867,0.03656470403075218,0.33169278502464294,7,Normal_Videos_781_x264,DeepSORT,normal
101,0.08586563915014267,0.1302100419998169,0.6567466702498118,0.9598998654873024,0.7312718033790588,0.12033955007791519,0.3050144612789154,7,Normal_Videos_781_x264,DeepSORT,normal
102,0.06264527887105942,0.062050994485616684,0.39558459739656393,0.943908856103297,0.7415547370910645,0.0679333359003067,0.3199823796749115,7,Normal_Videos_781_x264,DeepSORT,normal
103,0.0019590971060097218,0.06258291006088257,0.6440803879979863,0.9441554864557541,0.7210835814476013,0.06860601902008057,0.3143501877784729,7,Normal_Videos_781_x264,DeepSORT,normal
104,0.06442108005285263,0.0034861317835748196,0.5619428856601271,0.9999835568772021,0.73824143409729,0.13131384551525116,0.2779773473739624,7,Normal_Videos_781_x264,DeepSORT,normal
105,0.06785637140274048,0.14696933329105377,0.4470207788701697,0.9048425462036894,0.7532528638839722,0.1292247772216797,0.2703932821750641,7,Normal_Videos_781_x264,DeepSORT,normal
106,0.09301689267158508,0.07868754863739014,0.36737879998206086,0.9512920312414638,0.7213623523712158,0.08545511960983276,0.3058202862739563,7,Normal_Videos_781_x264,DeepSORT,normal
107,0.12969867885112762,0.006869507022202015,0.5512182364618592,0.9999206911564749,0.7120354771614075,0.08015409857034683,0.3137328028678894,7,Normal_Videos_781_x264,DeepSORT,normal
108,0.12282918393611908,0.11860763281583786,0.7879857195119757,0.9072743312929568,0.772444486618042,0.12791883945465088,0.30359455943107605,7,Normal_Videos_781_x264,DeepSORT,normal
109,0.004743988160043955,0.05903847888112068,0.5861526050097234,0.9496898218224513,0.7182372808456421,0.06626784056425095,0.32128652930259705,7,Normal_Videos_781_x264,DeepSORT,normal
110,0.062449295073747635,0.3459679186344147,0.5092900577678651,0.8214282947118204,0.7330641150474548,0.14195619523525238,0.2695748805999756,7,Normal_Videos_781_x264,DeepSORT,normal
111,0.2925393283367157,0.288573294878006,0.569885143463504,0.8353074542961401,0.7365918159484863,0.14935415983200073,0.2771337032318115,7,Normal_Videos_781_x264,DeepSORT,normal
112,0.005631139036267996,0.1759888231754303,0.5775012597340129,0.8772476665679817,0.7207579016685486,0.1151512935757637,0.2901560068130493,7,Normal_Videos_781_x264,DeepSORT,normal
113,0.181163027882576,0.29255953431129456,0.5867425056810402,0.8329734271144974,0.7362337112426758,0.11827777326107025,0.28460901975631714,7,Normal_Videos_781_x264,DeepSORT,normal
114,0.12019161880016327,0.11781379580497742,0.6411450762566779,0.9075562265686005,0.7457536458969116,0.1425984501838684,0.26877790689468384,7,Normal_Videos_781_x264,DeepSORT,normal
115,0.2373204529285431,0.23572257161140442,0.6777561044637987,0.8505525377110024,0.723783552646637,0.1166725754737854,0.2841726243495941,7,Normal_Videos_781_x264,DeepSORT,normal
116,0.0016288196202367544,0.26238295435905457,0.5018469729563299,0.9287959299420802,0.7412272691726685,0.13577565550804138,0.27284783124923706,7,Normal_Videos_781_x264,DeepSORT,normal
117,0.2640117406845093,0.2613108158111572,0.5381051080563333,0.9289724644495212,0.7404970526695251,0.13623587787151337,0.2735787034034729,7,Normal_Videos_781_x264,DeepSORT,normal
118,0.002700938144698739,0.002734061796218157,0.6356947370809893,0.9999915400919169,0.7414063811302185,0.12123899906873703,0.2795531451702118,7,Normal_Videos_781_x264,DeepSORT,normal
119,0.004181160591542721,0.05332689732313156,0.7080657519246473,0.9627250949554087,0.7268446087837219,0.11898740381002426,0.28422868251800537,7,Normal_Videos_781_x264,DeepSORT,normal
120,0.056321289390325546,0.12459376454353333,0.44938797065451463,0.9659911801540281,0.7006884217262268,0.061313893646001816,0.324764609336853,7,Normal_Videos_781_x264,DeepSORT,normal
121,0.0806494727730751,0.1688651293516159,0.5125041930092915,0.9303297125737139,0.7243360877037048,0.07589900493621826,0.3127982020378113,7,Normal_Videos_781_x264,DeepSORT,normal
122,0.12477651983499527,0.06657857447862625,0.5580433029899945,0.9498827247944154,0.716806948184967,0.11639006435871124,0.3087090849876404,7,Normal_Videos_781_x264,DeepSORT,normal
123,0.05871552228927612,0.07115613669157028,0.6426502981677672,0.9504692642570263,0.6964879035949707,0.0814373567700386,0.3167025148868561,7,Normal_Videos_781_x264,DeepSORT,normal
124,0.129871666431427,0.07202703505754471,0.6018412080237843,0.9980749020722494,0.6950158476829529,0.10057523846626282,0.29746565222740173,7,Normal_Videos_781_x264,DeepSORT,normal
125,0.17086997628211975,0.10887756943702698,0.5674262753622995,0.96748057281514,0.7263756394386292,0.12038783729076385,0.29025840759277344,7,Normal_Videos_781_x264,DeepSORT,normal
126,0.06199240684509277,0.00745121855288744,0.6928610678132819,0.9999491582041257,0.7017261981964111,0.06925617903470993,0.3371734619140625,6,Normal_Videos_781_x264,DeepSORT,normal
127,0.05672582983970642,0.054007355123758316,0.7034647088267544,0.9631022756944942,0.6958438754081726,0.05024313926696777,0.34083789587020874,6,Normal_Videos_781_x264,DeepSORT,normal
128,0.011817226186394691,0.00395207991823554,0.45511079643259134,0.9999850607395222,0.7361134886741638,0.12911991775035858,0.2781168818473816,6,Normal_Videos_781_x264,DeepSORT,normal
129,0.009109530597925186,0.0552024208009243,0.43532946817686813,0.9636092949608696,0.7260907292366028,0.1216718778014183,0.27906596660614014,6,Normal_Videos_781_x264,DeepSORT,normal
130,0.05182194709777832,0.005366319324821234,0.5422717890685088,0.9999816828339256,0.7066330909729004,0.05509473383426666,0.32494843006134033,6,Normal_Videos_781_x264,DeepSORT,normal
131,0.056896910071372986,0.10353078693151474,0.5358048900713499,0.9349582972771194,0.730850100517273,0.11480044573545456,0.2857537865638733,6,Normal_Videos_781_x264,DeepSORT,normal
132,0.06059011444449425,0.09650427103042603,0.29922303638467623,0.9667429327532835,0.6918895244598389,0.10649687796831131,0.3096923232078552,6,Normal_Videos_781_x264,DeepSORT,normal
133,0.05965055525302887,0.15921476483345032,0.27060154606818704,0.9268001064588324,0.7053928971290588,0.10187197476625443,0.297219455242157,6,Normal_Videos_781_x264,DeepSORT,normal
134,0.11761476844549179,0.11568735539913177,0.4647130178772538,0.913957338565654,0.707938551902771,0.1122894436120987,0.2896580100059509,6,Normal_Videos_781_x264,DeepSORT,normal
135,0.006420941092073917,0.06288909912109375,0.6571940476404476,0.9497545576713227,0.7194592952728271,0.09055319428443909,0.30505749583244324,6,Normal_Videos_781_x264,DeepSORT,normal
136,0.0684751495718956,0.13234573602676392,0.4798769864720668,0.9533677914404535,0.7690187692642212,0.09812577813863754,0.2966720759868622,6,Normal_Videos_781_x264,DeepSORT,normal
137,0.08409661054611206,0.12949906289577484,0.31740061725053276,0.9598872374441457,0.7596957683563232,0.1544315367937088,0.26975518465042114,6,Normal_Videos_781_x264,DeepSORT,normal
138,0.061634793877601624,0.06197907775640488,0.5771549311975979,0.9458552147684057,0.7489399909973145,0.1186465322971344,0.2823721468448639,5,Normal_Videos_781_x264,DeepSORT,normal
139,0.12314432114362717,0.18215137720108032,0.5010954624201515,0.8689834824045283,0.7198417782783508,0.12155874073505402,0.28914710879325867,5,Normal_Videos_781_x264,DeepSORT,normal
140,0.06092115119099617,0.12472707778215408,0.3541192778553243,0.9027412536464718,0.7058988213539124,0.09483709931373596,0.30137595534324646,5,Normal_Videos_781_x264,DeepSORT,normal
141,0.18564823269844055,0.2441525161266327,0.7012152998600969,0.8421865103105654,0.7196440696716309,0.06526311486959457,0.3271643817424774,5,Normal_Videos_781_x264,DeepSORT,normal
142,0.06602616608142853,0.06379231810569763,0.5464625654702563,0.9452463009208874,0.7187074422836304,0.10982879251241684,0.2930968701839447,5,Normal_Videos_781_x264,DeepSORT,normal
143,0.12442175298929214,0.12282339483499527,0.49853182680617797,0.9013488179381095,0.7048411965370178,0.10115810483694077,0.30303242802619934,5,Normal_Videos_781_x264,DeepSORT,normal
144,0.004276183433830738,0.064143605530262,0.5157544903078236,0.946495869576049,0.7393407821655273,0.11437026411294937,0.28409913182258606,5,Normal_Videos_781_x264,DeepSORT,normal
145,0.06685175001621246,0.06114974617958069,0.3304479291943065,0.9483487643342362,0.7267931699752808,0.1330665498971939,0.29160958528518677,5,Normal_Videos_781_x264,DeepSORT,normal
146,0.12408874928951263,0.06270525604486465,0.7231324662147784,0.9478550121826537,0.7208462953567505,0.1116505041718483,0.29183071851730347,5,Normal_Videos_781_x264,DeepSORT,normal
147,0.0614885576069355,0.19698494672775269,0.5216312609606933,0.921377054336801,0.6997658610343933,0.10885731130838394,0.2907108962535858,5,Normal_Videos_781_x264,DeepSORT,normal
148,0.14146791398525238,0.1969243288040161,0.44556245759138124,0.9220035474862156,0.7238246202468872,0.12391235679388046,0.28413936495780945,5,Normal_Videos_781_x264,DeepSORT,normal
149,0.06229843944311142,0.0030206535011529922,0.316909887131415,0.9999860143726119,0.7268482446670532,0.15531925857067108,0.2868610620498657,5,Normal_Videos_781_x264,DeepSORT,normal
150,0.061312176287174225,0.0602211095392704,0.4976965705616762,0.9475900077307342,0.7336706519126892,0.12574982643127441,0.28112298250198364,5,Normal_Videos_781_x264,DeepSORT,normal
151,0.0024823229759931564,0.001162253669463098,0.5415285127048298,0.9999984176345179,0.7248653769493103,0.11565998941659927,0.28821414709091187,5,Normal_Videos_781_x264,DeepSORT,normal
152,0.001909201149828732,0.0018644267693161964,0.4709393424336466,0.9999945077740144,0.7222782373428345,0.14286187291145325,0.28146615624427795,5,Normal_Videos_781_x264,DeepSORT,normal
153,0.002288281451910734,0.0013896130258217454,0.5735123533677348,0.9999976500437896,0.7282138466835022,0.14913329482078552,0.27435943484306335,5,Normal_Videos_781_x264,DeepSORT,normal
154,0.0024397512897849083,0.0017317039892077446,0.6550022399357905,0.9999973238399202,0.7125020027160645,0.1221037432551384,0.28279513120651245,5,Normal_Videos_781_x264,DeepSORT,normal
155,0.0007449144031852484,0.002545522525906563,0.5847561348884189,0.999992236393402,0.7089977264404297,0.12814529240131378,0.28246623277664185,5,Normal_Videos_781_x264,DeepSORT,normal
156,0.003290436929091811,0.0020442616660147905,0.3355744415123457,0.9999937885421986,0.7461397647857666,0.16341988742351532,0.27919554710388184,5,Normal_Videos_781_x264,DeepSORT,normal
157,0.0012495095143094659,0.002053870353847742,0.69748017296698,0.9999848791570876,0.7478539347648621,0.16584762930870056,0.27408838272094727,5,Normal_Videos_781_x264,DeepSORT,normal
158,0.0026439314242452383,0.0018234439194202423,0.3964174630748562,0.9999820569537381,0.7227795124053955,0.12470676749944687,0.28126394748687744,5,Normal_Videos_781_x264,DeepSORT,normal
159,0.0011926599545404315,0.001369095640257001,0.5754674191266601,0.9999937882693535,0.7131232619285583,0.12011601030826569,0.28549596667289734,5,Normal_Videos_781_x264,DeepSORT,normal
160,0.0022109071724116802,0.000763546908274293,0.5526405474655236,0.9999993373180999,0.7285979986190796,0.14569790661334991,0.2845984995365143,5,Normal_Videos_781_x264,DeepSORT,normal
161,0.0021334681659936905,0.0010631135664880276,0.6929756632093566,0.9999964180961859,0.7270775437355042,0.1217135637998581,0.2848798930644989,5,Normal_Videos_781_x264,DeepSORT,normal
162,0.0012828850885853171,0.0020427140407264233,0.33380155207678275,0.9999932576665589,0.7033190727233887,0.10298742353916168,0.29615187644958496,5,Normal_Videos_781_x264,DeepSORT,normal
163,0.002994981361553073,0.0013940803473815322,0.6646532213420279,0.9999979788335547,0.726158618927002,0.13755328953266144,0.28452858328819275,5,Normal_Videos_781_x264,DeepSORT,normal
164,0.0017420642543584108,0.0011264556087553501,0.6533333211575933,0.999995881258794,0.7335512638092041,0.17256534099578857,0.2763298749923706,5,Normal_Videos_781_x264,DeepSORT,normal
165,0.002278744475916028,0.06198536604642868,0.543089135039187,0.951342393278178,0.7201694250106812,0.12572577595710754,0.2836163640022278,5,Normal_Videos_781_x264,DeepSORT,normal
166,0.06426411122083664,0.06268932670354843,0.4496993513896764,0.951199048439005,0.7153242826461792,0.1288248747587204,0.29416540265083313,5,Normal_Videos_781_x264,DeepSORT,normal
167,0.009815067052841187,0.16871106624603271,0.6026804105998065,0.8884502386696285,0.7093293070793152,0.10711995512247086,0.2936631143093109,5,Normal_Videos_781_x264,DeepSORT,normal
168,0.17063656449317932,0.057499513030052185,0.5607002845226248,0.9536568939705472,0.7171465754508972,0.10680267214775085,0.29205694794654846,5,Normal_Videos_781_x264,DeepSORT,normal
169,0.11402885615825653,0.1688825935125351,0.4685606531641989,0.8833894242239854,0.7328037023544312,0.12486689537763596,0.2817848324775696,4,Normal_Videos_781_x264,DeepSORT,normal
170,0.05716315656900406,0.05609915405511856,0.5377279677776624,0.953243258772142,0.7424967288970947,0.13907432556152344,0.27732670307159424,4,Normal_Videos_781_x264,DeepSORT,normal
171,0.0018410211196169257,0.001019195420667529,0.46253437725949664,0.9999989543460535,0.7357891798019409,0.14085732400417328,0.2801140248775482,4,Normal_Videos_781_x264,DeepSORT,normal
172,0.0019139128271490335,0.0005524866282939911,0.5522014801383779,0.999999298890637,0.7327113151550293,0.14585161209106445,0.28155428171157837,4,Normal_Videos_781_x264,DeepSORT,normal
173,0.0018001011339947581,0.0029066770803183317,0.6165759751202528,0.9999866660750637,0.6994122266769409,0.06955331563949585,0.32649052143096924,4,Normal_Videos_781_x264,DeepSORT,normal
